🆕专享源①,#genre#
CCTV13,http://115.222.143.106:8808/udp/233.50.200.97:5140
CCTV13,http://gzly.hkychina.com:6003/udp/239.252.219.139:5140
CCTV13,http://123.112.22.16:4022/rtp/239.3.1.124:8128
CCTV13,http://123.180.177.20:16000/udp/239.253.92.13:8008
CCTV13,https://stream1.freetv.fun/d0930eb9d0d22a809891cd6a4828a6887219e9db31801066a6684286d00a048c.m3u8
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV13,http://183.31.11.33:8011/udp/239.253.43.196:5146
CCTV13,http://115.234.196.165:8808/udp/233.50.200.97:5140
CCTV13,http://14.145.222.210:8888/udp/239.253.43.196:5146
CCTV13,http://61.175.157.108:9999/udp/233.50.200.111:5140
CCTV13,http://119.39.97.2:9002/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://123.144.31.189:8002/udp/225.0.4.219:7980
CCTV13,http://117.72.68.25:9930/cctv.php?id=cctv13
CCTV13,http://115.234.196.165:8808/rtp/233.50.201.246:5140
CCTV13,http://home.yulei.online:9999/rtp/226.0.2.165:9232
CCTV13,http://180.140.153.247:5432/udp/239.81.0.206:4056
CCTV13,http://27.11.255.247:8006/udp/225.0.4.219:7980
CCTV13,http://61.162.52.6:8088/newlive/live/hls/14/live.m3u8
CCTV13,http://219.159.147.195:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/01.m3u8?&HlsSubType=&encrypt=
CCTV13,http://183.31.11.33:8011/udp/239.77.0.188:5146
CCTV13,http://119.62.36.174:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,https://stream1.freetv.fun/9c5ea1afac03f4018fa46799d1f2788950a59bfae9a3e5a6ce8ff257eea05c41.m3u8
CCTV13,http://1.196.152.115:2000/rtp/239.16.10.111:2000
CCTV13,http://223.215.11.132:2000/rtp/238.1.79.35:4392
CCTV13,http://113.100.72.213:8899/udp/239.253.43.196:5146
CCTV13,http://123.97.122.89:9999/udp/233.50.201.13:5140
CCTV13,http://117.27.190.42:9998/tsfile/live/23244_1.m3u8?key=txiptv
CCTV13,https://stream1.freetv.fun/eaf6b9b2d576f79181b6050707c8f5729d82f01658112c9f03adca8de05b057e.m3u8
CCTV13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
CCTV13,http://wuqianmu.synology.me:4000/udp/232.0.0.15:1234
CCTV13,http://39.164.202.90:8899/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://14.145.222.210:8888/udp/239.77.0.188:5146
CCTV13,http://cn.zzmd.fun:8888/rtp/239.3.1.124:8128
CCTV13,http://ddns.cyruslee.top:8888/udp/239.77.0.188:5146
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://60.7.56.50:4000/udp/239.253.92.13:8008
CCTV13,http://183.48.34.9:16888/udp/239.77.0.188:5146
CCTV13,https://stream1.freetv.fun/81625edf2cc9baae0d7f7cf1e070e6ba05b2acd4056442384577655089e0843c.m3u8
CCTV13,https://epg.pw/stream/5e0c514e6ba3d091c01c511c50880499f6584b993ae7c5de863424917928ece8.ctv
CCTV13,http://171.122.41.13:8082/rtp/226.0.2.30:8152
CCTV13,http://171.108.239.127:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://223.10.21.226:8082/udp/239.1.1.20:8020
CCTV13,http://124.116.183.146:9901/tsfile/live/0013_1.m3u8
CCTV13,http://202.103.213.182:8888/udp/239.81.0.206:4056
CCTV13,http://180.140.153.247:5432/udp/239.81.0.26:4056
CCTV13,http://114.252.227.154:8000/rtp/239.3.1.124:8128
CCTV13,http://61.140.148.82:3333/rtp/239.253.43.196:5146
CCTV13,http://115.239.107.34:9999/udp/233.50.201.246:5140
CCTV13,https://stream1.freetv.fun/75449846fdd70f3b2b1acd620272504c630d0f9a3c306d1fb45c459e7c641fe5.m3u8
CCTV13,http://221.7.122.120:8002/udp/225.0.4.219:7980
CCTV13,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://171.120.218.104:8082/rtp/226.0.2.30:8152
CCTV13,https://stream1.freetv.fun/a9631c113e023803a095cdee3ce217ee78fdc91d2374789f5fcbf3181dd265d4.m3u8
CCTV13,http://home.oxtv.top:5066/udp/239.21.2.1:5002
CCTV13,http://118.114.33.19:4022/udp/239.93.0.66:5140
CCTV13,http://27.11.255.247:8005/udp/225.0.4.219:7980
CCTV13,http://115.234.196.165:8808/udp/233.50.201.13:5140
CCTV13,http://123.114.19.80:4000/rtp/239.3.1.124:8128
CCTV13,http://xgj.83mi.cn:8865/xinganjuezhibo.php?id=cctv13
CCTV13,http://cdn.jdshipin.com:8880/ysp.php?id=cctv13
CCTV13,http://58.48.37.158:1111/tsfile/live/0013_1.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226537/index.m3u8
CCTV13,http://221.205.61.119:8082/rtp/226.0.2.165:9232
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8
CCTV13,http://115.222.143.106:8808/udp/233.50.201.246:5140
CCTV13,https://stream1.freetv.fun/fc94bc81376ea01b8f79faa66d741ce809a9c806fdaa6b310ff275e5792e2195.m3u8
CCTV13,http://119.98.70.182:4022/udp/239.254.96.161:9040
CCTV13,http://27.11.251.100:8001/udp/225.0.4.219:7980
CCTV13,http://171.107.72.19:4000/udp/239.81.0.26:4056
CCTV13,http://14.204.46.68:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://183.191.7.181:8003/rtp/226.0.2.165:9232
CCTV13,http://171.119.204.190:6000/rtp/226.0.2.165:9232
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.108.239.128:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.116.156.116:8084/rtp/226.0.2.30:8152
CCTV13,http://113.26.167.187:8084/udp/239.1.1.20:8020
CCTV13,https://stream1.freetv.fun/f775810be10706600c58373ca47c369fa14a21c1fb1fb953645eaa89b7811b7f.m3u8
CCTV13,http://27.11.60.136:8003/udp/225.0.4.9:7980
CCTV13,http://125.93.74.27:9002/tsfile/live/0013_1.m3u8
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV13,http://111.14.181.15:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv13/57/20220913/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV13,http://121.32.204.50:9999/rtp/239.77.0.42:5146
CCTV13,http://111.61.236.247:9081/hls/13/index.m3u8
CCTV13,https://epg.pw/stream/069b3db18ed7e22abd36bc19d185900fc7b42b88e7ffb7c04bbec2300ed1aada.ctv
CCTV13,http://123.97.122.89:9999/udp/233.50.200.111:5140
CCTV13,http://223.247.167.223:2000/rtp/238.1.79.35:4392
CCTV13,http://120.77.28.4:8648/mgu.php?id=cctv13
CCTV13,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://stream.smntv.cn/smtv1/playlist.m3u8
CCTV13,http://59.173.183.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,https://stream1.freetv.fun/aaa30639b476e110eef808c80fbf65a245512c55858196f6f404a6ac68610a44.m3u8
CCTV13,https://epg.pw/stream/5d3d047c64e44d0a24dc33e5700e579457201d2960036b43819bd930a0bb76a7.m3u8
CCTV13,http://183.31.11.72:8000/rtp/239.77.0.188:5146
CCTV13,http://183.185.70.167:8083/rtp/226.0.2.30:8152
CCTV13,http://113.205.219.240:8002/udp/225.0.4.9:7980
CCTV13,http://xuys.top:8888/udp/225.1.2.193:5002
CCTV13,http://223.12.196.48:8082/udp/239.1.1.20:8020
CCTV13,http://61.52.27.124:808/hls/13/index.m3u8
CCTV13,http://115.239.107.34:9999/udp/233.50.200.97:5140
CCTV13,http://113.103.253.56:2000/udp/239.253.43.196:5146
CCTV13,http://123.121.73.105:8686/rtp/239.3.1.124:8128
CCTV13,http://171.117.181.21:8082/rtp/226.0.2.30:8152
CCTV13,http://27.11.54.148:8005/udp/225.0.4.219:7980
CCTV13,http://171.122.41.13:8082/rtp/226.0.2.165:9232
CCTV13,https://stream1.freetv.fun/7efe02dcb4e8722121af5a3b1e462b7adc8cd466829e19356504fe1d572ad213.m3u8
CCTV13,http://218.89.240.144:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://home.oxtv.top:5066/udp/239.21.1.14:5002
CCTV13,http://61.136.67.238:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://59.48.75.130:3052/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,https://stream1.freetv.fun/03708eabf767c88c351b767a1f625c4a6a26af598b506db563767d59720bf332.m3u8
CCTV13,http://27.11.60.136:8003/udp/225.0.4.219:7980
CCTV13,http://123.117.222.245:4022/rtp/239.3.1.124:8128
CCTV13,http://171.108.239.124:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.117.181.21:8082/rtp/226.0.2.165:9232
CCTV13,http://fangke.blueswords.com:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.218.189.23:8081/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://nas.tuyuannet.cn:8800/rtp/239.37.1.27:5540
CCTV13,http://222.130.82.155:4022/rtp/239.3.1.124:8128
CCTV13,http://223.247.167.221:2000/rtp/238.1.79.35:4392
CCTV13,http://121.32.204.50:9999/udp/239.77.0.188:5146
CCTV13,http://27.187.251.60:4300/rtp/239.254.200.9:8264
CCTV13,http://171.80.235.51:8888/udp/239.254.96.161:9040
CCTV13,http://221.223.92.26:4022/rtp/239.3.1.124:8128
CCTV13,https://stream1.freetv.fun/dbe09664abd438c8571db1ff21d0b8ada1c9009e3a7c90681d9ec1592cf9d726.m3u8
CCTV13,http://59.172.145.8:10000/udp/239.254.96.161:9040
CCTV13,p3p://108.181.32.169:51328/64260e45000ccab2ee01428e6da4043d
CCTV13,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://113.117.104.198:8800/udp/239.77.0.188:5146
CCTV13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV13,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.124:8128
CCTV13,http://101.229.227.246:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.178.151.215:4022/udp/233.50.201.246:5140
CCTV13,http://221.0.78.198:1681/hls/10213/index.m3u8
CCTV13,http://183.31.11.72:8000/udp/239.253.43.196:5146
CCTV13,http://14.204.46.220:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,https://stream1.freetv.fun/45f42d1a050cf53e2d50d82e9c5091876cc2c2a46d16ada78a48b171e214bba7.m3u8
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8
CCTV13,https://stream1.freetv.fun/c92658f2e78926bac3fafe31855e6ef360b3e25e974deae70e74d425dcb4b2c1.m3u8
CCTV13,http://111.225.49.176:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://115.234.196.165:8808/udp/233.50.201.246:5140
CCTV13,http://110.189.102.15:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://14.154.194.169:4022/udp/239.253.43.196:5146
CCTV13,http://home.oxtv.top:5066/udp/239.21.2.3:5002
CCTV13,http://113.109.250.1:9999/udp/239.253.43.196:5146
CCTV13,http://58.41.27.144:18888/udp/239.45.1.198:5140
CCTV13,http://14.154.194.169:4022/rtp/239.77.0.188:5146
CCTV13,http://219.147.200.9:18080/newlive/live/hls/14/live.m3u8
CCTV13,http://14.154.194.169:4022/udp/239.77.0.188:5146
CCTV13,http://27.10.229.184:8005/udp/225.0.4.219:7980
CCTV13,https://epg.pw/stream/f775810be10706600c58373ca47c369fa14a21c1fb1fb953645eaa89b7811b7f.m3u8
CCTV13,http://113.100.72.213:8899/udp/239.77.0.188:5146
CCTV13,http://119.98.70.182:4022/rtp/239.254.96.161:9040
CCTV13,http://14.112.86.108:8008/rtp/239.253.43.196:5146
CCTV13,http://mdxgh.tpddns.cn:88/mdxgh/cctv13
CCTV13,http://1.196.152.115:2000/rtp/239.16.20.13:10130
CCTV13,http://27.11.55.145:8005/udp/225.0.4.219:7980
CCTV13,http://222.137.228.62:808/hls/13/index.m3u8
CCTV13,http://171.116.156.116:8084/rtp/226.0.2.165:9232
CCTV13,http://113.25.252.226:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://175.0.34.214:8081/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.217.5.108:8123/udp/239.93.0.66:5140
CCTV13,http://221.205.60.71:8084/rtp/226.0.2.165:9232
CCTV13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV13,http://211.158.152.197:8003/udp/225.0.4.219:7980
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8?
CCTV13,http://113.103.253.56:2000/udp/239.77.0.188:5146
CCTV13,http://183.3.134.56:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV13,http://14.154.194.169:4022/rtp/239.253.43.196:5146
CCTV13,http://183.31.11.72:8000/udp/239.77.0.188:5146
CCTV13,http://117.27.190.42:9998/tsfile/live/23244_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://1.203.76.10:7788/udp/225.1.8.113:8264
CCTV13,http://60.178.151.215:4022/udp/233.50.200.97:5140
CCTV13,http://110.178.38.156:8083/udp/239.1.1.20:8020
CCTV13,http://110.241.190.141:808/hls/13/index.m3u8
CCTV13,http://120.234.5.29:6000/udp/239.21.0.88:3692
CCTV13,http://iptvcyp.top:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://121.32.204.50:9999/rtp/239.253.43.196:5146
CCTV13,http://121.24.98.229:8090/hls/21/index.m3u8
CCTV13,https://stream1.freetv.fun/5145e7fd34a4167b0a37b2c01ecc50b28586d7154e7221c4f6f5810ebf368ec8.m3u8
CCTV13,http://113.26.166.90:8082/udp/239.1.1.20:8020
CCTV13,http://123.114.19.80:4000/rtp/239.3.1.13:8048
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8?
CCTV13,http://27.10.96.10:8001/udp/225.0.4.219:7980
CCTV13,http://171.39.7.117:18888/rtp/239.81.0.26:4056
CCTV13,http://222.130.146.175:8888/rtp/239.3.1.124:8128
CCTV13,http://www.yao87.com:4022/udp/239.76.253.93:9000
CCTV13,p3p://108.181.20.159:33451/632351570006042224e55806316a7512
CCTV13,https://stream1.freetv.fun/3de70449cde3176a3ee598bc26020f02bd97aa698aaf148c0a9acd4a11e56d7e.ctv
CCTV13,http://42.48.17.204:808/hls/14/index.m3u8
CCTV13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://223.10.28.220:8083/udp/239.1.1.20:8020
CCTV13,http://27.11.62.244:8009/udp/225.0.4.219:7980
CCTV13,http://113.109.250.1:9999/rtp/239.77.0.42:5146
CCTV13,http://www.yao87.com:4022/udp/239.76.246.93:1234
CCTV13,http://118.81.98.130:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.12.183.46:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,https://epg.pw/stream/5eff6ce6035c5ed07464e6c1a9482968c86bde95d5625615c4b87c15ef745dba.m3u8
CCTV13,http://113.109.250.1:9999/udp/239.77.0.188:5146
CCTV13,http://202.103.213.182:8888/udp/239.81.0.26:4056
CCTV13,http://119.98.133.9:5555/udp/239.254.96.161:9040
CCTV13,http://s.cdhongyuan.cn:4022/udp/239.93.0.66:5140
CCTV13,http://119.98.95.1:4022/udp/239.254.96.161:9040
CCTV13,https://epg.pw/stream/03708eabf767c88c351b767a1f625c4a6a26af598b506db563767d59720bf332.m3u8
CCTV13,http://www.furymax.top:85/rtp/239.254.96.161:9040
CCTV13,http://113.205.219.240:8001/udp/225.0.4.219:7980
CCTV13,http://14.112.86.108:8008/rtp/239.77.0.42:5146
CCTV13,http://125.82.168.238:8888/rtp/235.254.198.9:1312
CCTV13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.120.218.104:8082/rtp/226.0.2.165:9232
CCTV13,http://116.128.224.11:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://114.242.32.17:2121/rtp/239.3.1.124:8128
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://59.173.134.164:8880/udp/239.254.96.161:9040
CCTV13,http://116.128.242.83:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://14.112.86.108:8008/rtp/239.77.0.188:5146
CCTV13,http://14.145.222.210:8888/rtp/239.77.0.42:5146
CCTV13,https://stream1.freetv.fun/ff24d77ced50923220b10cafbe5ffaeb6cb8c38a4b5cf52c0fc09d0ce4ef93b3.m3u8
CCTV13,http://171.108.239.129:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://1.203.76.10:7788/udp/225.1.1.10:8128
CCTV13,http://wouu.net:9977/udp/239.93.0.66:5140
CCTV13,http://183.191.7.181:8003/rtp/226.0.2.30:8152
CCTV13,http://115.210.75.231:58888/udp/233.50.200.111:5140
CCTV13,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv13
CCTV13,http://60.178.151.215:4022/udp/233.50.201.13:5140
CCTV13,http://119.39.97.2:9002/tsfile/live/0013_1.m3u8
CCTV13,http://61.143.227.162:10000/rtp/239.77.0.188:5146
CCTV13,http://36.249.150.9:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://59.44.102.18:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://123.97.122.89:9999/udp/233.50.201.246:5140
CCTV13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://61.163.181.78:9901/tsfile/live/0014_1.m3u8
CCTV14,http://121.32.204.50:9999/udp/239.77.1.171:5146
CCTV14,http://106.8.125.17:4022/rtp/239.254.200.162:6000
CCTV14,http://223.215.11.132:2000/rtp/238.1.78.243:7816
CCTV14,http://219.159.147.195:9901/tsfile/live/1020_1.m3u8
CCTV14,http://61.175.157.108:9999/udp/233.50.201.14:5140
CCTV14,http://113.109.250.1:9999/rtp/239.77.0.133:5146
CCTV14,http://110.178.52.111:8083/udp/239.1.1.21:8021
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV14,http://113.66.41.152:10000/rtp/239.77.0.43:5146
CCTV14,http://113.103.253.56:2000/udp/239.10.0.212:1025
CCTV14,http://180.140.153.247:5432/udp/239.81.0.25:4056
CCTV14,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.184.42.82:8881/udp/233.50.200.20:5140
CCTV14,http://27.11.62.244:8004/udp/225.0.4.128:7980
CCTV14,http://125.82.168.238:8888/rtp/235.254.198.61:1520
CCTV14,http://119.98.70.182:4022/rtp/239.69.1.107:10280
CCTV14,http://113.205.219.240:8001/udp/225.0.4.10:7980
CCTV14,http://218.68.52.22:8888/udp/225.1.1.144:5002
CCTV14,http://115.234.196.165:8808/udp/233.50.201.14:5140
CCTV14,http://223.10.21.226:8082/udp/239.1.1.21:8021
CCTV14,http://59.172.145.8:10000/rtp/239.69.1.107:10280
CCTV14,http://111.14.181.15:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.112.22.16:4022/rtp/239.3.1.65:8132
CCTV14,http://111.225.113.77:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.122.41.13:8082/rtp/226.0.2.166:9240
CCTV14,http://120.234.5.29:6000/udp/239.20.0.202:2202
CCTV14,http://60.178.151.215:4022/udp/233.50.200.20:5140
CCTV14,http://www.zzlag.top:9087/tsfile/live/1023_1.m3u8?key=txiptv
CCTV14,http://60.178.151.215:4022/udp/233.50.200.103:5140
CCTV14,http://171.39.7.117:18888/rtp/239.81.0.25:4056
CCTV14,http://121.24.98.136:8090/hls/22/index.m3u8
CCTV14,http://221.7.122.120:8002/udp/225.0.4.128:7980
CCTV14,http://14.204.46.68:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://14.154.194.169:4022/rtp/239.77.0.43:5146
CCTV14,http://171.119.204.190:6000/rtp/226.0.2.166:9240
CCTV14,http://113.26.166.90:8082/udp/239.1.1.21:8021
CCTV14,http://123.144.31.189:8002/udp/225.0.4.128:7980
CCTV14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8
CCTV14,http://1.196.152.115:2000/rtp/239.16.10.112:2000
CCTV14,http://121.24.98.21:8090/hls/22/index.m3u8
CCTV14,http://171.108.239.128:8181/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://home.yulei.online:9999/rtp/226.0.2.166:9240
CCTV14,http://114.254.80.73:2222/rtp/239.3.1.65:8132
CCTV14,http://27.11.62.244:8010/udp/225.0.4.128:7980
CCTV14,http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://cn.zzmd.fun:8888/rtp/239.3.1.65:8132
CCTV14,http://61.157.139.15:9901/tsfile/live/2384_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.116.156.116:8084/rtp/226.0.2.31:8160
CCTV14,http://113.110.72.51:808/hls/5/index.m3u8
CCTV14,http://27.11.32.71:8005/udp/225.0.4.128:7980
CCTV14,http://123.97.122.89:9999/udp/233.50.201.14:5140
CCTV14,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv14hd265/55/20200407/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV14,http://14.204.12.226:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://1.203.76.10:7788/udp/225.1.8.114:8236
CCTV14,http://119.98.70.182:4022/udp/239.69.1.107:10280
CCTV14,http://123.121.73.105:8686/rtp/239.3.1.65:8132
CCTV14,http://101.229.227.246:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://118.122.2.29:9999/hls/14/index.m3u8
CCTV14,http://1.196.152.115:2000/rtp/239.16.20.14:10140
CCTV14,http://221.0.78.198:1681/hls/10214/index.m3u8
CCTV14,http://wuqianmu.synology.me:4000/udp/232.0.0.140:1234
CCTV14,http://115.60.241.249:2000/rtp/225.1.4.80:1109
CCTV14,http://14.112.86.108:8008/rtp/239.77.0.133:5146
CCTV14,http://113.109.250.1:9999/rtp/239.77.0.43:5146
CCTV14,http://117.32.84.95:8020/rtp/239.112.205.91:5140
CCTV14,http://webmail.axxe.top:4022/rtp/239.3.1.65:8132
CCTV14,http://113.100.72.213:8899/udp/239.77.0.133:5146
CCTV14,http://14.145.222.210:8888/udp/239.77.0.133:5146
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV14,http://183.184.11.221:8082/rtp/226.0.2.166:9240
CCTV14,http://123.122.161.137:19999/rtp/239.3.1.65:8132
CCTV14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://www.yao87.com:4022/udp/239.76.246.164:1234
CCTV14,http://113.205.219.240:8001/udp/225.0.4.128:7980
CCTV14,http://58.57.21.166:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://119.129.172.208:8081/hls/14/index.m3u8
CCTV14,http://115.222.143.106:8808/udp/233.50.200.103:5140
CCTV14,http://171.116.156.116:8084/rtp/226.0.2.166:9240
CCTV14,https://stream1.freetv.fun/8d9504bb6f6aaf6b37307fbeafa1e2ef9f16b67f19aa1bb361c52d8567b386fc.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8?
CCTV14,http://117.27.190.42:9998/tsfile/live/23245_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.10.139.10:8801/hls/14/index.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV14,http://nas.tuyuannet.cn:8800/rtp/239.37.0.5:5540
CCTV14,https://stream1.freetv.fun/613e64a45ba786d982adb7fa23ecc25c943fada1e41054da62120b55ede05fb9.m3u8
CCTV14,http://60.178.151.215:4022/udp/233.50.201.124:5140
CCTV14,http://14.145.222.210:8888/udp/239.77.1.171:5146
CCTV14,https://epg.pw/stream/318722914b0180a05ca32723cab95d2e8986a6a28fb451445a2c009279f230be.m3u8
CCTV14,http://ddns.cyruslee.top:8888/udp/239.77.0.133:5146
CCTV14,http://ddns.cyruslee.top:8888/udp/239.77.1.161:5146
CCTV14,https://stream1.freetv.fun/ebff23b3b373ed72ca39c3a25715fec761f64c20fd8a02fbbbba989df0e96918.m3u8
CCTV14,http://58.41.27.144:18888/udp/239.45.3.23:5140
CCTV14,https://stream1.freetv.fun/115b551bd6a7b8d5bf03318abf56d21464ae2c83e336d4eb7922aac92a74965d.m3u8
CCTV14,https://stream1.freetv.fun/b5955a0fa90faa677cf700f915941c6fa0eb993251ef3110c4d26f3601fe6cc9.m3u8
CCTV14,http://171.117.181.21:8082/rtp/226.0.2.31:8160
CCTV14,http://115.239.107.34:9999/udp/233.50.201.14:5140
CCTV14,http://111.160.17.2:59901/tsfile/live/0014_1.m3u8
CCTV14,http://14.145.222.210:8888/rtp/239.77.0.43:5146
CCTV14,http://115.239.107.34:9999/udp/233.50.201.124:5140
CCTV14,http://115.222.143.106:8808/udp/233.50.201.124:5140
CCTV14,http://60.208.104.234:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://223.10.28.220:8083/udp/239.1.1.21:8021
CCTV14,http://27.11.251.100:8005/udp/225.0.4.128:7980
CCTV14,http://36.249.150.9:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.120.218.104:8082/rtp/226.0.2.166:9240
CCTV14,http://14.112.86.108:8008/rtp/239.77.0.43:5146
